[07/07/21 20:21:58:335 GMT]  INFO business.ESIndexAPI: createIndex : Index created: cluster_d79383318a.working_20210707202158 with shards: 1
[07/07/21 20:21:58:335 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Index created: cluster_d79383318a.working_20210707202158 with shards: 1
[07/07/21 20:21:58:347 GMT]  INFO business.ESIndexAPI: createIndex : Trying to create index: cluster_d79383318a.live_20210707202158 with shards: 0
[07/07/21 20:21:58:347 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Trying to create index: cluster_d79383318a.live_20210707202158 with shards: 0
[07/07/21 20:21:58:347 GMT]  WARN business.ESIndexAPI: Unable to parse shards from config
[07/07/21 20:21:58:347 GMT]  WARN business.ESIndexAPI: null
[07/07/21 20:21:58:347 GMT]  WARN business.ESIndexAPI: java.base/java.lang.Integer.parseInt(Integer.java:614)
[07/07/21 20:21:58:396 GMT]  INFO business.ESIndexAPI: createIndex : Index created: cluster_d79383318a.live_20210707202158 with shards: 1
[07/07/21 20:21:58:396 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Index created: cluster_d79383318a.live_20210707202158 with shards: 1
[07/07/21 20:21:59:530 GMT]  INFO business.ESIndexAPI: The following indices were deleted: live_20210707202152,working_20210707202152
[07/07/21 20:21:59:647 GMT]  INFO junit.RuleWatcher: >>>>>>>>>>>>>>>>>>>>>>>>>>
[07/07/21 20:21:59:647 GMT]  INFO junit.RuleWatcher: >>> testDeleteOldIndices[3: 50](com.dotcms.content.elasticsearch.business.ESIndexAPITest) - starting...
[07/07/21 20:21:59:647 GMT]  INFO junit.RuleWatcher: >>>>>>>>>>>>>>>>>>>>>>>>>>
[07/07/21 20:21:59:648 GMT]  INFO business.ESIndexAPI: createIndex : Trying to create index: cluster_d79383318a.working_20210707202159 with shards: 0
[07/07/21 20:21:59:648 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Trying to create index: cluster_d79383318a.working_20210707202159 with shards: 0
[07/07/21 20:21:59:648 GMT]  WARN business.ESIndexAPI: Unable to parse shards from config
[07/07/21 20:21:59:648 GMT]  WARN business.ESIndexAPI: null
[07/07/21 20:21:59:648 GMT]  WARN business.ESIndexAPI: java.base/java.lang.Integer.parseInt(Integer.java:614)
[07/07/21 20:21:59:719 GMT]  INFO business.ESIndexAPI: createIndex : Index created: cluster_d79383318a.working_20210707202159 with shards: 1
[07/07/21 20:21:59:719 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Index created: cluster_d79383318a.working_20210707202159 with shards: 1
[07/07/21 20:21:59:729 GMT]  INFO business.ESIndexAPI: createIndex : Trying to create index: cluster_d79383318a.live_20210707202159 with shards: 0
[07/07/21 20:21:59:729 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Trying to create index: cluster_d79383318a.live_20210707202159 with shards: 0
[07/07/21 20:21:59:729 GMT]  WARN business.ESIndexAPI: Unable to parse shards from config
[07/07/21 20:21:59:729 GMT]  WARN business.ESIndexAPI: null
[07/07/21 20:21:59:729 GMT]  WARN business.ESIndexAPI: java.base/java.lang.Integer.parseInt(Integer.java:614)
[07/07/21 20:21:59:776 GMT]  INFO business.ESIndexAPI: createIndex : Index created: cluster_d79383318a.live_20210707202159 with shards: 1
[07/07/21 20:21:59:776 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Index created: cluster_d79383318a.live_20210707202159 with shards: 1
[07/07/21 20:22:00:131 GMT]  INFO caffine.CaffineCache: ***	 Building Cache : publishingendpointcache, size:100,Concurrency:32
[07/07/21 20:22:00:182 GMT] ERROR business.PublisherQueueJob: An error occurred when updating audit status from endpoint=[http://127.0.0.1:8080], bundle=[01FA1A3V06MWX6WYSQ23NK6SC0] : java.net.ConnectException: Connection refused (Connection refused)
javax.ws.rs.ProcessingException: java.net.ConnectException: Connection refused (Connection refused)
	at org.glassfish.jersey.client.internal.HttpUrlConnector.apply(HttpUrlConnector.java:287) ~[jersey-client-2.25.1.jar:?]
	at org.glassfish.jersey.client.ClientRuntime.invoke(ClientRuntime.java:252) ~[jersey-client-2.25.1.jar:?]
	at org.glassfish.jersey.client.JerseyInvocation$2.call(JerseyInvocation.java:701) ~[jersey-client-2.25.1.jar:?]
	at org.glassfish.jersey.internal.Errors.process(Errors.java:315) ~[jersey-common-2.25.1.jar:?]
	at org.glassfish.jersey.internal.Errors.process(Errors.java:297) ~[jersey-common-2.25.1.jar:?]
	at org.glassfish.jersey.internal.Errors.process(Errors.java:228) ~[jersey-common-2.25.1.jar:?]
	at org.glassfish.jersey.process.internal.RequestScope.runInScope(RequestScope.java:444) ~[jersey-common-2.25.1.jar:?]
	at org.glassfish.jersey.client.JerseyInvocation.invoke(JerseyInvocation.java:697) ~[jersey-client-2.25.1.jar:?]
	at org.glassfish.jersey.client.JerseyInvocation$Builder.method(JerseyInvocation.java:420) ~[jersey-client-2.25.1.jar:?]
	at org.glassfish.jersey.client.JerseyInvocation$Builder.get(JerseyInvocation.java:316) ~[jersey-client-2.25.1.jar:?]
	at com.dotcms.publisher.business.PublisherQueueJob.getRemoteHistoryFromEndpoint(PublisherQueueJob.java:572) ~[main/:?]
	at com.dotcms.publisher.business.PublisherQueueJob.collectEndpointInfoFromRemote(PublisherQueueJob.java:281) ~[main/:?]
	at com.dotcms.publisher.business.PublisherQueueJob.updateAuditStatus(PublisherQueueJob.java:231) ~[main/:?]
	at com.dotcms.publisher.business.PublisherQueueJob.execute_aroundBody0(PublisherQueueJob.java:122) ~[main/:?]
	at com.dotcms.publisher.business.PublisherQueueJob$AjcClosure1.run(PublisherQueueJob.java:1) ~[main/:?]
	at org.aspectj.runtime.reflect.JoinPointImpl.proceed(JoinPointImpl.java:149) ~[aspectjrt-1.9.2.jar:?]
	at com.dotcms.aspects.aspectj.AspectJDelegateMethodInvocation.proceed(AspectJDelegateMethodInvocation.java:42) ~[main/:?]
	at com.dotcms.aspects.interceptors.CloseDBIfOpenedMethodInterceptor.invoke(CloseDBIfOpenedMethodInterceptor.java:29) ~[main/:?]
	at com.dotcms.aspects.aspectj.CloseDBIfOpenedAspect.invoke(CloseDBIfOpenedAspect.java:41) ~[main/:?]
	at com.dotcms.publisher.business.PublisherQueueJob.execute(PublisherQueueJob.java:112) ~[main/:?]
	at org.quartz.core.JobRunShell.run(JobRunShell.java:223) ~[dot.quartz-all-1.8.6_2.jar:?]
	at org.quartz.simpl.SimpleThreadPool$WorkerThread.run(SimpleThreadPool.java:549) ~[dot.quartz-all-1.8.6_2.jar:?]
